Student Grades Report
==================================================
ID: 0, Name: Kiana Lor, Assignment: Midterm Exam, Score: 68
ID: 74, Name: Taylor Elstun, Assignment: Presentation, Score: 31
ID: 75, Name: Joseph Snider, Assignment: Final Exam, Score: 43
ID: 75, Name: Joseph Snider, Assignment: Case Study, Score: 12
ID: 75, Name: Joseph Snider, Assignment: Midterm Exam, Score: 41
ID: 75, Name: Joseph Snider, Assignment: Research Paper, Score: 10
ID: 75, Name: Joseph Snider, Assignment: Quiz 1, Score: 46
ID: 75, Name: Joseph Snider, Assignment: Presentation, Score: 41
ID: 75, Name: Joseph Snider, Assignment: Discussion Board, Score: 22
ID: 75, Name: Joseph Snider, Assignment: Lab Report, Score: 83
ID: 76, Name: Sourinthone Tran, Assignment: Lab Report, Score: 29
ID: 76, Name: Sourinthone Tran, Assignment: Research Paper, Score: 91
ID: 76, Name: Sourinthone Tran, Assignment: Lab Report, Score: 48
ID: 76, Name: Sourinthone Tran, Assignment: Presentation, Score: 55
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Discussion Board, Score: 71
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Research Paper, Score: 78
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Quiz 1, Score: 77
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Presentation, Score: 81
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Case Study, Score: 90
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Lab Report, Score: 37
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Midterm Exam, Score: 39
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Case Study, Score: 76
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Project 1, Score: 95
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Research Paper, Score: 44
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Presentation, Score: 21
ID: 77, Name: Ibrahim al-Sawaya, Assignment: Quiz 1, Score: 79
ID: 78, Name: Alexandra Levy, Assignment: Discussion Board, Score: 40
ID: 78, Name: Alexandra Levy, Assignment: Research Paper, Score: 98
ID: 78, Name: Alexandra Levy, Assignment: Quiz 1, Score: 29
ID: 78, Name: Alexandra Levy, Assignment: Presentation, Score: 69
ID: 78, Name: Alexandra Levy, Assignment: Case Study, Score: 93
ID: 78, Name: Alexandra Levy, Assignment: Lab Report, Score: 76
ID: 78, Name: Alexandra Levy, Assignment: Discussion Board, Score: 21
ID: 78, Name: Alexandra Levy, Assignment: Presentation, Score: 24
ID: 78, Name: Alexandra Levy, Assignment: Homework 1, Score: 21
ID: 78, Name: Alexandra Levy, Assignment: Lab Report, Score: 26
ID: 78, Name: Alexandra Levy, Assignment: Case Study, Score: 73
ID: 78, Name: Alexandra Levy, Assignment: Presentation, Score: 77
ID: 78, Name: Alexandra Levy, Assignment: Homework 1, Score: 53
ID: 78, Name: Alexandra Levy, Assignment: Lab Report, Score: 76
ID: 78, Name: Alexandra Levy, Assignment: Presentation, Score: 64
ID: 78, Name: Alexandra Levy, Assignment: Project 1, Score: 37
ID: 78, Name: Alexandra Levy, Assignment: Research Paper, Score: 88
ID: 79, Name: Macie Nguyen, Assignment: Presentation, Score: 41
ID: 79, Name: Macie Nguyen, Assignment: Discussion Board, Score: 1
ID: 79, Name: Macie Nguyen, Assignment: Final Exam, Score: 68
ID: 79, Name: Macie Nguyen, Assignment: Case Study, Score: 14
ID: 79, Name: Macie Nguyen, Assignment: Final Exam, Score: 11
ID: 79, Name: Macie Nguyen, Assignment: Homework 1, Score: 86
ID: 79, Name: Macie Nguyen, Assignment: Lab Report, Score: 100
ID: 79, Name: Macie Nguyen, Assignment: Discussion Board, Score: 12
ID: 79, Name: Macie Nguyen, Assignment: Project 1, Score: 46
ID: 79, Name: Macie Nguyen, Assignment: Lab Report, Score: 82
ID: 79, Name: Macie Nguyen, Assignment: Quiz 1, Score: 46
ID: 79, Name: Macie Nguyen, Assignment: Final Exam, Score: 52
ID: 79, Name: Macie Nguyen, Assignment: Discussion Board, Score: 77
ID: 79, Name: Macie Nguyen, Assignment: Homework 1, Score: 75
ID: 79, Name: Macie Nguyen, Assignment: Research Paper, Score: 83
ID: 79, Name: Macie Nguyen, Assignment: Quiz 1, Score: 41
ID: 79, Name: Macie Nguyen, Assignment: Homework 1, Score: 22
ID: 79, Name: Macie Nguyen, Assignment: Case Study, Score: 3
ID: 79, Name: Macie Nguyen, Assignment: Midterm Exam, Score: 97
ID: 79, Name: Macie Nguyen, Assignment: Presentation, Score: 62
ID: 79, Name: Macie Nguyen, Assignment: Final Exam, Score: 98
ID: 80, Name: Sean Tegtman, Assignment: Midterm Exam, Score: 22
ID: 80, Name: Sean Tegtman, Assignment: Research Paper, Score: 13
ID: 80, Name: Sean Tegtman, Assignment: Case Study, Score: 34
ID: 80, Name: Sean Tegtman, Assignment: Lab Report, Score: 29
ID: 80, Name: Sean Tegtman, Assignment: Final Exam, Score: 41
ID: 80, Name: Sean Tegtman, Assignment: Discussion Board, Score: 85
ID: 80, Name: Sean Tegtman, Assignment: Presentation, Score: 22
ID: 80, Name: Sean Tegtman, Assignment: Project 1, Score: 20
ID: 80, Name: Sean Tegtman, Assignment: Discussion Board, Score: 52
ID: 80, Name: Sean Tegtman, Assignment: Final Exam, Score: 9
ID: 80, Name: Sean Tegtman, Assignment: Presentation, Score: 65
ID: 80, Name: Sean Tegtman, Assignment: Homework 1, Score: 87
ID: 81, Name: Casey Vanden Bos, Assignment: Quiz 1, Score: 85
ID: 81, Name: Casey Vanden Bos, Assignment: Project 1, Score: 59
ID: 81, Name: Casey Vanden Bos, Assignment: Midterm Exam, Score: 65
ID: 81, Name: Casey Vanden Bos, Assignment: Case Study, Score: 26
ID: 81, Name: Casey Vanden Bos, Assignment: Case Study, Score: 58
ID: 81, Name: Casey Vanden Bos, Assignment: Final Exam, Score: 54
ID: 81, Name: Casey Vanden Bos, Assignment: Homework 1, Score: 81
ID: 81, Name: Casey Vanden Bos, Assignment: Lab Report, Score: 63
ID: 81, Name: Casey Vanden Bos, Assignment: Discussion Board, Score: 59
ID: 81, Name: Casey Vanden Bos, Assignment: Project 1, Score: 13
ID: 81, Name: Casey Vanden Bos, Assignment: Midterm Exam, Score: 18
ID: 81, Name: Casey Vanden Bos, Assignment: Quiz 1, Score: 92
ID: 81, Name: Casey Vanden Bos, Assignment: Final Exam, Score: 91
ID: 82, Name: Staci Maes, Assignment: Final Exam, Score: 86
ID: 82, Name: Staci Maes, Assignment: Discussion Board, Score: 54
ID: 82, Name: Staci Maes, Assignment: Homework 1, Score: 79
ID: 82, Name: Staci Maes, Assignment: Final Exam, Score: 63
ID: 82, Name: Staci Maes, Assignment: Midterm Exam, Score: 37
ID: 82, Name: Staci Maes, Assignment: Lab Report, Score: 62
ID: 82, Name: Staci Maes, Assignment: Quiz 1, Score: 36
ID: 82, Name: Staci Maes, Assignment: Project 1, Score: 9
ID: 82, Name: Staci Maes, Assignment: Discussion Board, Score: 54
ID: 82, Name: Staci Maes, Assignment: Presentation, Score: 70
ID: 82, Name: Staci Maes, Assignment: Homework 1, Score: 14
ID: 82, Name: Staci Maes, Assignment: Lab Report, Score: 30
ID: 82, Name: Staci Maes, Assignment: Case Study, Score: 87
ID: 82, Name: Staci Maes, Assignment: Discussion Board, Score: 6
ID: 82, Name: Staci Maes, Assignment: Midterm Exam, Score: 96
ID: 84, Name: Harper Wheeler-Marques, Assignment: Homework 1, Score: 73
ID: 84, Name: Harper Wheeler-Marques, Assignment: Final Exam, Score: 88
ID: 84, Name: Harper Wheeler-Marques, Assignment: Midterm Exam, Score: 72
ID: 84, Name: Harper Wheeler-Marques, Assignment: Lab Report, Score: 95
ID: 84, Name: Harper Wheeler-Marques, Assignment: Quiz 1, Score: 80
ID: 84, Name: Harper Wheeler-Marques, Assignment: Project 1, Score: 33
ID: 84, Name: Harper Wheeler-Marques, Assignment: Presentation, Score: 25
ID: 84, Name: Harper Wheeler-Marques, Assignment: Project 1, Score: 15
ID: 84, Name: Harper Wheeler-Marques, Assignment: Discussion Board, Score: 80
ID: 84, Name: Harper Wheeler-Marques, Assignment: Final Exam, Score: 43
ID: 85, Name: Sherleen Saravanan, Assignment: Midterm Exam, Score: 94
ID: 85, Name: Sherleen Saravanan, Assignment: Final Exam, Score: 72
ID: 85, Name: Sherleen Saravanan, Assignment: Presentation, Score: 99
ID: 85, Name: Sherleen Saravanan, Assignment: Lab Report, Score: 86
ID: 85, Name: Sherleen Saravanan, Assignment: Homework 1, Score: 34
ID: 85, Name: Sherleen Saravanan, Assignment: Quiz 1, Score: 97
ID: 85, Name: Sherleen Saravanan, Assignment: Lab Report, Score: 73
ID: 85, Name: Sherleen Saravanan, Assignment: Presentation, Score: 52
ID: 85, Name: Sherleen Saravanan, Assignment: Lab Report, Score: 81
ID: 85, Name: Sherleen Saravanan, Assignment: Presentation, Score: 22
ID: 85, Name: Sherleen Saravanan, Assignment: Presentation, Score: 67
ID: 85, Name: Sherleen Saravanan, Assignment: Lab Report, Score: 5
ID: 86, Name: Myles Vaught, Assignment: Homework 1, Score: 56
ID: 86, Name: Myles Vaught, Assignment: Final Exam, Score: 86
ID: 86, Name: Myles Vaught, Assignment: Project 1, Score: 16
ID: 86, Name: Myles Vaught, Assignment: Research Paper, Score: 82
ID: 86, Name: Myles Vaught, Assignment: Quiz 1, Score: 10
ID: 86, Name: Myles Vaught, Assignment: Quiz 1, Score: 79
ID: 86, Name: Myles Vaught, Assignment: Discussion Board, Score: 11
ID: 86, Name: Myles Vaught, Assignment: Final Exam, Score: 26
ID: 86, Name: Myles Vaught, Assignment: Homework 1, Score: 21
ID: 86, Name: Myles Vaught, Assignment: Discussion Board, Score: 77
ID: 86, Name: Myles Vaught, Assignment: Lab Report, Score: 28
ID: 86, Name: Myles Vaught, Assignment: Project 1, Score: 70
ID: 86, Name: Myles Vaught, Assignment: Homework 1, Score: 19
ID: 86, Name: Myles Vaught, Assignment: Research Paper, Score: 32
ID: 86, Name: Myles Vaught, Assignment: Research Paper, Score: 32
ID: 86, Name: Myles Vaught, Assignment: Lab Report, Score: 34
ID: 87, Name: Juan Guerrero Camacho, Assignment: Discussion Board, Score: 39
ID: 87, Name: Juan Guerrero Camacho, Assignment: Research Paper, Score: 10
ID: 87, Name: Juan Guerrero Camacho, Assignment: Quiz 1, Score: 53
ID: 87, Name: Juan Guerrero Camacho, Assignment: Presentation, Score: 26
ID: 87, Name: Juan Guerrero Camacho, Assignment: Case Study, Score: 6
ID: 87, Name: Juan Guerrero Camacho, Assignment: Lab Report, Score: 33
ID: 87, Name: Juan Guerrero Camacho, Assignment: Lab Report, Score: 31
ID: 87, Name: Juan Guerrero Camacho, Assignment: Presentation, Score: 16
ID: 89, Name: Savannah Clark, Assignment: Lab Report, Score: 30
ID: 89, Name: Savannah Clark, Assignment: Research Paper, Score: 79
ID: 91, Name: Daisha Schmidt, Assignment: Final Exam, Score: 27
ID: 91, Name: Daisha Schmidt, Assignment: Discussion Board, Score: 88
ID: 91, Name: Daisha Schmidt, Assignment: Discussion Board, Score: 70
ID: 91, Name: Daisha Schmidt, Assignment: Project 1, Score: 88
ID: 91, Name: Daisha Schmidt, Assignment: Research Paper, Score: 96
ID: 91, Name: Daisha Schmidt, Assignment: Lab Report, Score: 38
ID: 91, Name: Daisha Schmidt, Assignment: Lab Report, Score: 40
ID: 91, Name: Daisha Schmidt, Assignment: Presentation, Score: 29
ID: 92, Name: Airabella Koontz, Assignment: Research Paper, Score: 49
ID: 92, Name: Airabella Koontz, Assignment: Midterm Exam, Score: 98
ID: 92, Name: Airabella Koontz, Assignment: Final Exam, Score: 90
ID: 92, Name: Airabella Koontz, Assignment: Case Study, Score: 96
ID: 92, Name: Airabella Koontz, Assignment: Presentation, Score: 57
ID: 92, Name: Airabella Koontz, Assignment: Project 1, Score: 56
ID: 92, Name: Airabella Koontz, Assignment: Discussion Board, Score: 1
ID: 92, Name: Airabella Koontz, Assignment: Project 1, Score: 86
ID: 92, Name: Airabella Koontz, Assignment: Homework 1, Score: 78
ID: 92, Name: Airabella Koontz, Assignment: Project 1, Score: 82
ID: 92, Name: Airabella Koontz, Assignment: Presentation, Score: 64
ID: 92, Name: Airabella Koontz, Assignment: Quiz 1, Score: 99
ID: 92, Name: Airabella Koontz, Assignment: Research Paper, Score: 20
ID: 92, Name: Airabella Koontz, Assignment: Final Exam, Score: 29
ID: 93, Name: Hailey Malle, Assignment: Midterm Exam, Score: 35
ID: 93, Name: Hailey Malle, Assignment: Research Paper, Score: 71
ID: 93, Name: Hailey Malle, Assignment: Case Study, Score: 17
ID: 93, Name: Hailey Malle, Assignment: Lab Report, Score: 83
ID: 93, Name: Hailey Malle, Assignment: Discussion Board, Score: 87
ID: 93, Name: Hailey Malle, Assignment: Research Paper, Score: 35
ID: 93, Name: Hailey Malle, Assignment: Quiz 1, Score: 82
ID: 93, Name: Hailey Malle, Assignment: Presentation, Score: 13
ID: 93, Name: Hailey Malle, Assignment: Case Study, Score: 51
ID: 93, Name: Hailey Malle, Assignment: Lab Report, Score: 59
ID: 93, Name: Hailey Malle, Assignment: Case Study, Score: 89
ID: 93, Name: Hailey Malle, Assignment: Project 1, Score: 7
ID: 93, Name: Hailey Malle, Assignment: Case Study, Score: 62
ID: 93, Name: Hailey Malle, Assignment: Final Exam, Score: 18
ID: 93, Name: Hailey Malle, Assignment: Homework 1, Score: 71
ID: 93, Name: Hailey Malle, Assignment: Lab Report, Score: 18
ID: 93, Name: Hailey Malle, Assignment: Discussion Board, Score: 99
ID: 93, Name: Hailey Malle, Assignment: Project 1, Score: 95
ID: 93, Name: Hailey Malle, Assignment: Final Exam, Score: 53
ID: 93, Name: Hailey Malle, Assignment: Case Study, Score: 7
ID: 93, Name: Hailey Malle, Assignment: Midterm Exam, Score: 18
ID: 94, Name: Devon Miranda, Assignment: Discussion Board, Score: 70
ID: 94, Name: Devon Miranda, Assignment: Case Study, Score: 95
ID: 94, Name: Devon Miranda, Assignment: Quiz 1, Score: 44
ID: 94, Name: Devon Miranda, Assignment: Case Study, Score: 76
ID: 94, Name: Devon Miranda, Assignment: Presentation, Score: 73
ID: 94, Name: Devon Miranda, Assignment: Project 1, Score: 34
ID: 95, Name: Danielle Nguyen, Assignment: Homework 1, Score: 64
ID: 95, Name: Danielle Nguyen, Assignment: Final Exam, Score: 19
ID: 95, Name: Danielle Nguyen, Assignment: Midterm Exam, Score: 76
ID: 95, Name: Danielle Nguyen, Assignment: Lab Report, Score: 33
ID: 95, Name: Danielle Nguyen, Assignment: Quiz 1, Score: 29
ID: 95, Name: Danielle Nguyen, Assignment: Project 1, Score: 16
ID: 96, Name: Mateo Cisneros, Assignment: Presentation, Score: 98
ID: 96, Name: Mateo Cisneros, Assignment: Discussion Board, Score: 61
ID: 96, Name: Mateo Cisneros, Assignment: Final Exam, Score: 31
ID: 96, Name: Mateo Cisneros, Assignment: Research Paper, Score: 77
ID: 96, Name: Mateo Cisneros, Assignment: Presentation, Score: 78
ID: 96, Name: Mateo Cisneros, Assignment: Case Study, Score: 13
ID: 96, Name: Mateo Cisneros, Assignment: Final Exam, Score: 36
ID: 96, Name: Mateo Cisneros, Assignment: Homework 1, Score: 20
ID: 96, Name: Mateo Cisneros, Assignment: Lab Report, Score: 97
ID: 96, Name: Mateo Cisneros, Assignment: Discussion Board, Score: 36
ID: 96, Name: Mateo Cisneros, Assignment: Project 1, Score: 40
ID: 96, Name: Mateo Cisneros, Assignment: Midterm Exam, Score: 20
ID: 96, Name: Mateo Cisneros, Assignment: Case Study, Score: 62
ID: 96, Name: Mateo Cisneros, Assignment: Project 1, Score: 78
ID: 96, Name: Mateo Cisneros, Assignment: Research Paper, Score: 69
ID: 96, Name: Mateo Cisneros, Assignment: Presentation, Score: 2
ID: 96, Name: Mateo Cisneros, Assignment: Quiz 1, Score: 62
ID: 96, Name: Mateo Cisneros, Assignment: Discussion Board, Score: 87
ID: 96, Name: Mateo Cisneros, Assignment: Midterm Exam, Score: 54
ID: 97, Name: William Pablo, Assignment: Midterm Exam, Score: 19
ID: 97, Name: William Pablo, Assignment: Research Paper, Score: 74
ID: 97, Name: William Pablo, Assignment: Case Study, Score: 63
ID: 97, Name: William Pablo, Assignment: Lab Report, Score: 94
ID: 97, Name: William Pablo, Assignment: Research Paper, Score: 96
ID: 97, Name: William Pablo, Assignment: Lab Report, Score: 66
ID: 97, Name: William Pablo, Assignment: Quiz 1, Score: 12
ID: 97, Name: William Pablo, Assignment: Midterm Exam, Score: 39
ID: 97, Name: William Pablo, Assignment: Project 1, Score: 4
ID: 97, Name: William Pablo, Assignment: Presentation, Score: 51
ID: 97, Name: William Pablo, Assignment: Homework 1, Score: 77
ID: 97, Name: William Pablo, Assignment: Lab Report, Score: 34
ID: 97, Name: William Pablo, Assignment: Case Study, Score: 77
ID: 97, Name: William Pablo, Assignment: Midterm Exam, Score: 83
ID: 97, Name: William Pablo, Assignment: Final Exam, Score: 77
ID: 97, Name: William Pablo, Assignment: Presentation, Score: 61
ID: 97, Name: William Pablo, Assignment: Lab Report, Score: 57
ID: 97, Name: William Pablo, Assignment: Homework 1, Score: 77
ID: 97, Name: William Pablo, Assignment: Quiz 1, Score: 97
ID: 98, Name: Jason Hundsdorfer, Assignment: Midterm Exam, Score: 8
ID: 98, Name: Jason Hundsdorfer, Assignment: Research Paper, Score: 78
ID: 98, Name: Jason Hundsdorfer, Assignment: Case Study, Score: 38
ID: 98, Name: Jason Hundsdorfer, Assignment: Lab Report, Score: 74
ID: 98, Name: Jason Hundsdorfer, Assignment: Discussion Board, Score: 53
ID: 98, Name: Jason Hundsdorfer, Assignment: Lab Report, Score: 73
ID: 98, Name: Jason Hundsdorfer, Assignment: Project 1, Score: 80
ID: 98, Name: Jason Hundsdorfer, Assignment: Homework 1, Score: 47
ID: 98, Name: Jason Hundsdorfer, Assignment: Research Paper, Score: 54
ID: 98, Name: Jason Hundsdorfer, Assignment: Research Paper, Score: 31
ID: 98, Name: Jason Hundsdorfer, Assignment: Quiz 1, Score: 26
ID: 98, Name: Jason Hundsdorfer, Assignment: Homework 1, Score: 33
ID: 98, Name: Jason Hundsdorfer, Assignment: Case Study, Score: 77
ID: 98, Name: Jason Hundsdorfer, Assignment: Midterm Exam, Score: 68
ID: 98, Name: Jason Hundsdorfer, Assignment: Presentation, Score: 86
ID: 98, Name: Jason Hundsdorfer, Assignment: Final Exam, Score: 43
ID: 99, Name: Antonio Desai, Assignment: Discussion Board, Score: 56
ID: 99, Name: Antonio Desai, Assignment: Project 1, Score: 7
ID: 99, Name: Antonio Desai, Assignment: Discussion Board, Score: 71
ID: 99, Name: Antonio Desai, Assignment: Lab Report, Score: 67
ID: 99, Name: Antonio Desai, Assignment: Project 1, Score: 67
ID: 99, Name: Antonio Desai, Assignment: Homework 1, Score: 96
ID: 99, Name: Antonio Desai, Assignment: Research Paper, Score: 54
ID: 99, Name: Antonio Desai, Assignment: Midterm Exam, Score: 51
ID: 99, Name: Antonio Desai, Assignment: Case Study, Score: 37
ID: 99, Name: Antonio Desai, Assignment: Project 1, Score: 81
ID: 99, Name: Antonio Desai, Assignment: Research Paper, Score: 45
ID: 99, Name: Antonio Desai, Assignment: Presentation, Score: 38
ID: 99, Name: Antonio Desai, Assignment: Quiz 1, Score: 35
ID: 99, Name: Antonio Desai, Assignment: Discussion Board, Score: 66
ID: 99, Name: Antonio Desai, Assignment: Midterm Exam, Score: 53
ID: 100, Name: Rachel Bakeman, Assignment: Research Paper, Score: 2
ID: 100, Name: Rachel Bakeman, Assignment: Quiz 1, Score: 37
ID: 100, Name: Rachel Bakeman, Assignment: Presentation, Score: 41
ID: 100, Name: Rachel Bakeman, Assignment: Discussion Board, Score: 30
ID: 100, Name: Rachel Bakeman, Assignment: Lab Report, Score: 5
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Research Paper, Score: 86
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Lab Report, Score: 29
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Quiz 1, Score: 37
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Midterm Exam, Score: 4
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Project 1, Score: 92
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Midterm Exam, Score: 13
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Case Study, Score: 34
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Homework 1, Score: 92
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Lab Report, Score: 84
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Final Exam, Score: 90
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Presentation, Score: 31
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Homework 1, Score: 46
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Quiz 1, Score: 24
ID: 101, Name: Mamdooh el-Moustafa, Assignment: Case Study, Score: 62
ID: 102, Name: Lindsey Carter, Assignment: Discussion Board, Score: 91
ID: 102, Name: Lindsey Carter, Assignment: Homework 1, Score: 40
ID: 102, Name: Lindsey Carter, Assignment: Midterm Exam, Score: 58
ID: 102, Name: Lindsey Carter, Assignment: Case Study, Score: 16
ID: 102, Name: Lindsey Carter, Assignment: Discussion Board, Score: 89
ID: 102, Name: Lindsey Carter, Assignment: Research Paper, Score: 4
ID: 102, Name: Lindsey Carter, Assignment: Quiz 1, Score: 7
ID: 102, Name: Lindsey Carter, Assignment: Presentation, Score: 10
ID: 102, Name: Lindsey Carter, Assignment: Case Study, Score: 13
ID: 102, Name: Lindsey Carter, Assignment: Lab Report, Score: 68
ID: 103, Name: Duncan Kruse, Assignment: Midterm Exam, Score: 8
ID: 103, Name: Duncan Kruse, Assignment: Research Paper, Score: 19
ID: 103, Name: Duncan Kruse, Assignment: Case Study, Score: 37
ID: 103, Name: Duncan Kruse, Assignment: Lab Report, Score: 44
ID: 103, Name: Duncan Kruse, Assignment: Research Paper, Score: 26
ID: 103, Name: Duncan Kruse, Assignment: Midterm Exam, Score: 20
ID: 103, Name: Duncan Kruse, Assignment: Final Exam, Score: 28
ID: 103, Name: Duncan Kruse, Assignment: Case Study, Score: 93
ID: 103, Name: Duncan Kruse, Assignment: Presentation, Score: 40
ID: 103, Name: Duncan Kruse, Assignment: Project 1, Score: 84
ID: 103, Name: Duncan Kruse, Assignment: Research Paper, Score: 87
ID: 103, Name: Duncan Kruse, Assignment: Lab Report, Score: 59
ID: 103, Name: Duncan Kruse, Assignment: Quiz 1, Score: 35
ID: 103, Name: Duncan Kruse, Assignment: Midterm Exam, Score: 41
ID: 103, Name: Duncan Kruse, Assignment: Project 1, Score: 45
ID: 103, Name: Duncan Kruse, Assignment: Quiz 1, Score: 64
ID: 103, Name: Duncan Kruse, Assignment: Project 1, Score: 61
ID: 103, Name: Duncan Kruse, Assignment: Midterm Exam, Score: 90
ID: 103, Name: Duncan Kruse, Assignment: Case Study, Score: 88
ID: 104, Name: Callahan Foster, Assignment: Discussion Board, Score: 18
ID: 104, Name: Callahan Foster, Assignment: Project 1, Score: 1
ID: 104, Name: Callahan Foster, Assignment: Quiz 1, Score: 63
ID: 104, Name: Callahan Foster, Assignment: Discussion Board, Score: 40
ID: 104, Name: Callahan Foster, Assignment: Final Exam, Score: 49
ID: 104, Name: Callahan Foster, Assignment: Homework 1, Score: 1
ID: 104, Name: Callahan Foster, Assignment: Presentation, Score: 86
ID: 104, Name: Callahan Foster, Assignment: Homework 1, Score: 53
ID: 104, Name: Callahan Foster, Assignment: Discussion Board, Score: 31
ID: 104, Name: Callahan Foster, Assignment: Homework 1, Score: 41
ID: 104, Name: Callahan Foster, Assignment: Homework 1, Score: 53
ID: 104, Name: Callahan Foster, Assignment: Quiz 1, Score: 95
ID: 104, Name: Callahan Foster, Assignment: Final Exam, Score: 24
ID: 104, Name: Callahan Foster, Assignment: Case Study, Score: 89
ID: 104, Name: Callahan Foster, Assignment: Presentation, Score: 75
ID: 105, Name: Jamie Ortiz, Assignment: Discussion Board, Score: 26
ID: 105, Name: Jamie Ortiz, Assignment: Homework 1, Score: 1
ID: 106, Name: Ryan Barrett, Assignment: Presentation, Score: 85
ID: 106, Name: Ryan Barrett, Assignment: Final Exam, Score: 89
ID: 106, Name: Ryan Barrett, Assignment: Case Study, Score: 9
ID: 106, Name: Ryan Barrett, Assignment: Research Paper, Score: 6
ID: 106, Name: Ryan Barrett, Assignment: Project 1, Score: 88
ID: 106, Name: Ryan Barrett, Assignment: Quiz 1, Score: 26
ID: 106, Name: Ryan Barrett, Assignment: Project 1, Score: 46
ID: 106, Name: Ryan Barrett, Assignment: Presentation, Score: 32
ID: 106, Name: Ryan Barrett, Assignment: Discussion Board, Score: 14
ID: 106, Name: Ryan Barrett, Assignment: Midterm Exam, Score: 44
ID: 106, Name: Ryan Barrett, Assignment: Final Exam, Score: 65
ID: 106, Name: Ryan Barrett, Assignment: Presentation, Score: 70
ID: 106, Name: Ryan Barrett, Assignment: Lab Report, Score: 67
ID: 106, Name: Ryan Barrett, Assignment: Homework 1, Score: 35
ID: 106, Name: Ryan Barrett, Assignment: Quiz 1, Score: 97
ID: 106, Name: Ryan Barrett, Assignment: Lab Report, Score: 89
ID: 106, Name: Ryan Barrett, Assignment: Quiz 1, Score: 34
ID: 106, Name: Ryan Barrett, Assignment: Final Exam, Score: 5
ID: 106, Name: Ryan Barrett, Assignment: Discussion Board, Score: 78
ID: 106, Name: Ryan Barrett, Assignment: Homework 1, Score: 85
ID: 106, Name: Ryan Barrett, Assignment: Research Paper, Score: 31
ID: 107, Name: Samuel Palmer, Assignment: Homework 1, Score: 79
ID: 107, Name: Samuel Palmer, Assignment: Project 1, Score: 34
ID: 107, Name: Samuel Palmer, Assignment: Presentation, Score: 2
ID: 107, Name: Samuel Palmer, Assignment: Quiz 1, Score: 100
ID: 107, Name: Samuel Palmer, Assignment: Research Paper, Score: 26
ID: 107, Name: Samuel Palmer, Assignment: Final Exam, Score: 52
ID: 107, Name: Samuel Palmer, Assignment: Midterm Exam, Score: 13
ID: 107, Name: Samuel Palmer, Assignment: Case Study, Score: 9
ID: 107, Name: Samuel Palmer, Assignment: Project 1, Score: 53
ID: 107, Name: Samuel Palmer, Assignment: Research Paper, Score: 75
ID: 107, Name: Samuel Palmer, Assignment: Presentation, Score: 52
ID: 107, Name: Samuel Palmer, Assignment: Quiz 1, Score: 16
ID: 108, Name: Riley Mcloughlin, Assignment: Final Exam, Score: 12
ID: 108, Name: Riley Mcloughlin, Assignment: Discussion Board, Score: 26
ID: 108, Name: Riley Mcloughlin, Assignment: Homework 1, Score: 53
ID: 108, Name: Riley Mcloughlin, Assignment: Project 1, Score: 13
ID: 109, Name: Aimee Apelyan, Assignment: Midterm Exam, Score: 66
ID: 109, Name: Aimee Apelyan, Assignment: Research Paper, Score: 63
ID: 109, Name: Aimee Apelyan, Assignment: Case Study, Score: 20
ID: 109, Name: Aimee Apelyan, Assignment: Lab Report, Score: 92
ID: 109, Name: Aimee Apelyan, Assignment: Presentation, Score: 74
ID: 109, Name: Aimee Apelyan, Assignment: Discussion Board, Score: 89
ID: 109, Name: Aimee Apelyan, Assignment: Final Exam, Score: 33
ID: 109, Name: Aimee Apelyan, Assignment: Discussion Board, Score: 8
ID: 109, Name: Aimee Apelyan, Assignment: Midterm Exam, Score: 66
ID: 110, Name: Maryah Falloon, Assignment: Research Paper, Score: 57
ID: 110, Name: Maryah Falloon, Assignment: Presentation, Score: 92
ID: 110, Name: Maryah Falloon, Assignment: Quiz 1, Score: 43
ID: 110, Name: Maryah Falloon, Assignment: Final Exam, Score: 63
ID: 110, Name: Maryah Falloon, Assignment: Lab Report, Score: 20
ID: 110, Name: Maryah Falloon, Assignment: Midterm Exam, Score: 15
